id,code,fullName,system,systemName,alertType,alertTypeCode,number,descriptiveName,category,severity,hasDescription,originalDescription,title,description,url
chg-f068,CHG_f068,CHG_f068_heatsinkTempSlope,CHG,Charger,fault,f,068,heatsinkTempSlope,charging,critical,true,The heatsink temperature is increasing at a rate above the threshold rate.,CHG_f068 - heatsink Temp Slope,Tesla fault code in the Charger (CHG) module. The heatsink temperature is increasing at a rate above the threshold rate.,https://evfaultcode.com/en/tesla/alerts/chg-f068/
chg-f070,CHG_f070,CHG_f070_inputVoltMismatch,CHG,Charger,fault,f,070,inputVoltMismatch,charging,critical,true,The temperature reading in the heatsink is over the threshold.,CHG_f070 - input Volt Mismatch,Tesla fault code in the Charger (CHG) module. The temperature reading in the heatsink is over the threshold.,https://evfaultcode.com/en/tesla/alerts/chg-f070/
chg-f071,CHG_f071,CHG_f071_chargeThermalLimit,CHG,Charger,fault,f,071,chargeThermalLimit,charging,critical,true,There is excessive heat within the charging unit.,CHG_f071 - charge Thermal Limit,Tesla fault code in the Charger (CHG) module. There is excessive heat within the charging unit.,https://evfaultcode.com/en/tesla/alerts/chg-f071/
chg-f072,CHG_f072,CHG_f072_assertion,CHG,Charger,fault,f,072,assertion,charging,critical,false,,CHG_f072 - assertion,Tesla fault code in the Charger (CHG) module related to assertion.,https://evfaultcode.com/en/tesla/alerts/chg-f072/
chg-f073,CHG_f073,CHG_f073_unexpectedVoutBehavior,CHG,Charger,fault,f,073,unexpectedVoutBehavior,charging,critical,true,The output charger voltage is not reading in the expected range.,CHG_f073 - unexpected Vout Behavior,Tesla fault code in the Charger (CHG) module. The output charger voltage is not reading in the expected range.,https://evfaultcode.com/en/tesla/alerts/chg-f073/
chg-f074,CHG_f074,CHG_f074_cpldFaulted,CHG,Charger,fault,f,074,cpldFaulted,charging,critical,true,The complex programmable logic device (CPLD) has faulted according to the charger (CHG).,CHG_f074 - cpld Faulted,Tesla fault code in the Charger (CHG) module. The complex programmable logic device (CPLD) has faulted according to the charger (CHG).,https://evfaultcode.com/en/tesla/alerts/chg-f074/
chg-f075,CHG_f075,CHG_f075_stateTransitionDenied,CHG,Charger,fault,f,075,stateTransitionDenied,charging,critical,true,Charging was not allowed to proceed because of a blocking alert.,CHG_f075 - state Transition Denied,Tesla fault code in the Charger (CHG) module. Charging was not allowed to proceed because of a blocking alert.,https://evfaultcode.com/en/tesla/alerts/chg-f075/
chg-f076,CHG_f076,CHG_f076_iLineOCPk,CHG,Charger,fault,f,076,iLineOCPk,charging,critical,true,This alert indicates the peak line current is over the maximum threshhold.,CHG_f076 - i Line OC Pk,Tesla fault code in the Charger (CHG) module. This alert indicates the peak line current is over the maximum threshhold.,https://evfaultcode.com/en/tesla/alerts/chg-f076/
chg-f077,CHG_f077,CHG_f077_iLineOCRMS,CHG,Charger,fault,f,077,iLineOCRMS,charging,critical,true,The RMS line current is over the maximum threshhold.,CHG_f077 - i Line OCRMS,Tesla fault code in the Charger (CHG) module. The RMS line current is over the maximum threshhold.,https://evfaultcode.com/en/tesla/alerts/chg-f077/
chg-f079,CHG_f079,CHG_f079_GFCI,CHG,Charger,fault,f,079,GFCI,charging,critical,true,The charger has detected a current flowing down an unintended path. Note: This alert is only applicable to vehicles equipped with Gen 2 chargers.,CHG_f079 - GFCI,Tesla fault code in the Charger (CHG) module. The charger has detected a current flowing down an unintended path. Note: This alert is only applicable to vehicles equipped with Gen 2 chargers.,https://evfaultcode.com/en/tesla/alerts/chg-f079/
chg-f080,CHG_f080,CHG_f080_vIntOutofRange,CHG,Charger,fault,f,080,vIntOutofRange,charging,critical,true,"The internal bus voltage measured inside the charger is out of range. If this alert is present, there may be an internal failure, a surge, or an incompatible high voltage source connected to the AC side, which would make its way to the internal bus.",CHG_f080 - v Int Outof Range,"Tesla fault code in the Charger (CHG) module. The internal bus voltage measured inside the charger is out of range. If this alert is present, there may be an internal failure, a surge, or an incompatible high voltage source connected to the AC side, which would make its way to the internal bus.",https://evfaultcode.com/en/tesla/alerts/chg-f080/
chg-f081,CHG_f081,CHG_f081_iacRegulation,CHG,Charger,fault,f,081,iacRegulation,charging,critical,true,There is an issue with the charger line current regulation.,CHG_f081 - iac Regulation,Tesla fault code in the Charger (CHG) module. There is an issue with the charger line current regulation.,https://evfaultcode.com/en/tesla/alerts/chg-f081/
chg-f082,CHG_f082,CHG_f082_vIntRegulation,CHG,Charger,fault,f,082,vIntRegulation,charging,critical,true,There is a problem with the regulation of intermediate charger voltage.,CHG_f082 - v Int Regulation,Tesla fault code in the Charger (CHG) module. There is a problem with the regulation of intermediate charger voltage.,https://evfaultcode.com/en/tesla/alerts/chg-f082/
chg-f083,CHG_f083,CHG_f083_allPhasesFaulted,CHG,Charger,fault,f,083,allPhasesFaulted,charging,critical,true,"This alert is set if all active phase boards have used up their retries and are in a faulted state. The cause is often exterior to the charger, and it is unlikely multiple phase boards break simultaneously. Events that impact multiple phase boards at once could be issues related to charge cables, input power, or faults on the high voltage (HV) rails.",CHG_f083 - all Phases Faulted,"Tesla fault code in the Charger (CHG) module. This alert is set if all active phase boards have used up their retries and are in a faulted state. The cause is often exterior to the charger, and it is unlikely multiple phase boards break simultaneously. Events that impact multiple phase boards at once could be issues related to charge cables, input power, or faults on the high voltage (HV) rails.",https://evfaultcode.com/en/tesla/alerts/chg-f083/
chg-f084,CHG_f084,CHG_f084_vOutRegulation,CHG,Charger,fault,f,084,vOutRegulation,charging,critical,true,There is a malfunction with the charger output voltage.,CHG_f084 - v Out Regulation,Tesla fault code in the Charger (CHG) module. There is a malfunction with the charger output voltage.,https://evfaultcode.com/en/tesla/alerts/chg-f084/
chg-f085,CHG_f085,CHG_f085_adcReference,CHG,Charger,fault,f,085,adcReference,charging,critical,true,This alert indicates there is a condition affecting the voltage sensor reading at the analog to digital converter (ADC).,CHG_f085 - ADC Reference,Tesla fault code in the Charger (CHG) module. This alert indicates there is a condition affecting the voltage sensor reading at the analog to digital converter (ADC).,https://evfaultcode.com/en/tesla/alerts/chg-f085/
chg-f089,CHG_f089,CHG_f089_iLineRationality,CHG,Charger,fault,f,089,iLineRationality,charging,critical,true,The charger is detecting a line current error.,CHG_f089 - i Line Rationality,Tesla fault code in the Charger (CHG) module. The charger is detecting a line current error.,https://evfaultcode.com/en/tesla/alerts/chg-f089/
chg-f090,CHG_f090,CHG_f090_vLineRationality,CHG,Charger,fault,f,090,vLineRationality,charging,critical,true,This alert is set when the measured line voltage offset is above a maximum threshhold.,CHG_f090 - v Line Rationality,Tesla fault code in the Charger (CHG) module. This alert is set when the measured line voltage offset is above a maximum threshhold.,https://evfaultcode.com/en/tesla/alerts/chg-f090/
chg-f091,CHG_f091,CHG_f091_proximityRationality,CHG,Charger,fault,f,091,proximityRationality,charging,critical,true,This alert indicates the primary charger has measured a value outside of the normal ranges.,CHG_f091 - proximity Rationality,Tesla fault code in the Charger (CHG) module. This alert indicates the primary charger has measured a value outside of the normal ranges.,https://evfaultcode.com/en/tesla/alerts/chg-f091/
chg-f092,CHG_f092,CHG_f092_vOutRationality,CHG,Charger,fault,f,092,vOutRationality,charging,critical,true,Output voltage is not within the expected range.,CHG_f092 - v Out Rationality,Tesla fault code in the Charger (CHG) module. Output voltage is not within the expected range.,https://evfaultcode.com/en/tesla/alerts/chg-f092/
chg-f093,CHG_f093,CHG_f093_vIntRationality,CHG,Charger,fault,f,093,vIntRationality,charging,critical,true,The charger is detecting an intermediate voltage error.,CHG_f093 - v Int Rationality,Tesla fault code in the Charger (CHG) module. The charger is detecting an intermediate voltage error.,https://evfaultcode.com/en/tesla/alerts/chg-f093/
chg-f094,CHG_f094,CHG_f094_igbtTempRationality,CHG,Charger,fault,f,094,igbtTempRationality,charging,critical,true,The charger is detecting an insulated-gate bipolar transistor (IGBT) temperature error.,CHG_f094 - igbt Temp Rationality,Tesla fault code in the Charger (CHG) module. The charger is detecting an insulated-gate bipolar transistor (IGBT) temperature error.,https://evfaultcode.com/en/tesla/alerts/chg-f094/
chg-f095,CHG_f095,CHG_f095_htsinkTempRationality,CHG,Charger,fault,f,095,htsinkTempRationality,charging,critical,true,The charger is detecting an error in the heatsink temperature.,CHG_f095 - htsink Temp Rationality,Tesla fault code in the Charger (CHG) module. The charger is detecting an error in the heatsink temperature.,https://evfaultcode.com/en/tesla/alerts/chg-f095/
chg-f096,CHG_f096,CHG_f096_ambientTempRationality,CHG,Charger,fault,f,096,ambientTempRationality,charging,critical,true,The charger is detecting an ambient temperature irregularity.,CHG_f096 - ambient Temp Rationality,Tesla fault code in the Charger (CHG) module. The charger is detecting an ambient temperature irregularity.,https://evfaultcode.com/en/tesla/alerts/chg-f096/
chg-f097,CHG_f097,CHG_f097_hvilRationality,CHG,Charger,fault,f,097,hvilRationality,charging,critical,true,This alert indicates the charger is detecting a High Voltage Interlock Loop (HVIL) current error.,CHG_f097 - hvil Rationality,Tesla fault code in the Charger (CHG) module. This alert indicates the charger is detecting a High Voltage Interlock Loop (HVIL) current error.,https://evfaultcode.com/en/tesla/alerts/chg-f097/
chg-f098,CHG_f098,CHG_f098_iOutRationality,CHG,Charger,fault,f,098,iOutRationality,charging,critical,true,There is a discrepancy between the charger output current and the high voltage (HV) battery current.,CHG_f098 - i Out Rationality,Tesla fault code in the Charger (CHG) module. There is a discrepancy between the charger output current and the high voltage (HV) battery current.,https://evfaultcode.com/en/tesla/alerts/chg-f098/
chg-f099,CHG_f099,CHG_f099_noFlowDetected,CHG,Charger,fault,f,099,noFlowDetected,charging,critical,true,"The inlet side of the charger is hotter than the outlet side, and charging has been stopped. If this alert is present, charging will not be possible for one minute to prevent repeated charge starts with no coolant flow to avoid ratcheting up the temperature.",CHG_f099 - no Flow Detected,"Tesla fault code in the Charger (CHG) module. The inlet side of the charger is hotter than the outlet side, and charging has been stopped. If this alert is present, charging will not be possible for one minute to prevent repeated charge starts with no coolant flow to avoid ratcheting up the temperature.",https://evfaultcode.com/en/tesla/alerts/chg-f099/
chg-f100,CHG_f100,CHG_f100_hw15VUV,CHG,Charger,fault,f,100,hw15VUV,charging,critical,true,One of the charger phase board (CHGPH) electronic control unit (ECU) is sensing a failed 15V power supply which will prevent charging. The 15V is boosted from a 12V power supply on the VI board.,CHG_f100 - hw15VUV,Tesla fault code in the Charger (CHG) module. One of the charger phase board (CHGPH) electronic control unit (ECU) is sensing a failed 15V power supply which will prevent charging. The 15V is boosted from a 12V power supply on the VI board.,https://evfaultcode.com/en/tesla/alerts/chg-f100/
chg-f102,CHG_f102,CHG_f102_lostCommsMaster,CHG,Charger,fault,f,102,lostCommsMaster,charging,critical,true,This alert suggests that there is an internal communication problem between the charger's vehicle interface processor and the primary charger.,CHG_f102 - lost Comms Master,Tesla fault code in the Charger (CHG) module. This alert suggests that there is an internal communication problem between the charger's vehicle interface processor and the primary charger.,https://evfaultcode.com/en/tesla/alerts/chg-f102/
chg-f103,CHG_f103,CHG_f103_lostCommsSlave,CHG,Charger,fault,f,103,lostCommsSlave,charging,critical,true,This alert indicates there is an internal communication malfunction between the charger's vehicle interface processor and the secondary charger.,CHG_f103 - lost Comms Slave,Tesla fault code in the Charger (CHG) module. This alert indicates there is an internal communication malfunction between the charger's vehicle interface processor and the secondary charger.,https://evfaultcode.com/en/tesla/alerts/chg-f103/
chg-f104,CHG_f104,CHG_f104_magneticsOT,CHG,Charger,fault,f,104,magneticsOT,charging,critical,true,There is a problem with the charger output voltage reading.,CHG_f104 - magnetics OT,Tesla fault code in the Charger (CHG) module. There is a problem with the charger output voltage reading.,https://evfaultcode.com/en/tesla/alerts/chg-f104/
chg-f105,CHG_f105,CHG_f105_magTempRationality,CHG,Charger,fault,f,105,magTempRationality,charging,critical,true,There is a malfunction with the voltage sensor reading at the analog to digital converter (ADC).,CHG_f105 - mag Temp Rationality,Tesla fault code in the Charger (CHG) module. There is a malfunction with the voltage sensor reading at the analog to digital converter (ADC).,https://evfaultcode.com/en/tesla/alerts/chg-f105/
chg-f106,CHG_f106,CHG_f106_gfciRationality,CHG,Charger,fault,f,106,gfciRationality,charging,critical,true,The charger ground fault circuit interrupter (GFCI) is not behaving as expected.,CHG_f106 - gfci Rationality,Tesla fault code in the Charger (CHG) module. The charger ground fault circuit interrupter (GFCI) is not behaving as expected.,https://evfaultcode.com/en/tesla/alerts/chg-f106/
chg-f107,CHG_f107,CHG_f107_cpldRationality,CHG,Charger,fault,f,107,cpldRationality,charging,critical,true,The software version running on the charger does not match the complex programmable logic device (CPLD) version running on the charger.,CHG_f107 - cpld Rationality,Tesla fault code in the Charger (CHG) module. The software version running on the charger does not match the complex programmable logic device (CPLD) version running on the charger.,https://evfaultcode.com/en/tesla/alerts/chg-f107/
chg-f109,CHG_f109,CHG_f109_resetAttemptInEnable,CHG,Charger,fault,f,109,resetAttemptInEnable,charging,critical,true,An attempt has been made to use the unified diagnostic services (UDS) reset command while actively charging.,CHG_f109 - reset Attempt In Enable,Tesla fault code in the Charger (CHG) module. An attempt has been made to use the unified diagnostic services (UDS) reset command while actively charging.,https://evfaultcode.com/en/tesla/alerts/chg-f109/
chg-f110,CHG_f110,CHG_f110_busOff,CHG,Charger,fault,f,110,busOff,charging,critical,true,The charger has detected a controller area network (CAN) bus communication error.,CHG_f110 - bus Off,Tesla fault code in the Charger (CHG) module. The charger has detected a controller area network (CAN) bus communication error.,https://evfaultcode.com/en/tesla/alerts/chg-f110/
chg-f125,CHG_f125,CHG_f125_leakageTestFailure,CHG,Charger,fault,f,125,leakageTestFailure,charging,critical,true,"This fault indicates that the voltage decay after the supercharger external isolation test has happened too quickly. During supercharger startup, the supercharger will open the output contactors after performing the external isolation test at 300V. The vehicle then monitors the time it takes for the 300V to decay. If the decay time is sufficient, the start-up sequence proceeds. The purpose of this test is to check the common mode isolation (DC+ to DC-) of the high voltage chain from the supercharger cabinet to the vehicle's fast charge contactors.",CHG_f125 - leakage Test Failure,"Tesla fault code in the Charger (CHG) module. This fault indicates that the voltage decay after the supercharger external isolation test has happened too quickly. During supercharger startup, the supercharger will open the output contactors after performing the external isolation test at 300V. The vehicle then monitors the time it takes for the 300V to decay. If the decay time is sufficient, the start-up sequence proceeds. The purpose of this test is to check the common mode isolation (DC+ to DC-) of the high voltage chain from the supercharger cabinet to the vehicle's fast charge contactors.",https://evfaultcode.com/en/tesla/alerts/chg-f125/
chg-u001,CHG_u001,CHG_u001_LineImpedanceHigh,CHG,Charger,unknown,u,001,LineImpedanceHigh,charging,info,true,"The line impedance is high or the line voltage is dropping significantly from another source drawing current on the same circuit. If this alert is present, the charging current is reduced by 25%.",CHG_u001 - Line Impedance High,"Tesla unknown code in the Charger (CHG) module. The line impedance is high or the line voltage is dropping significantly from another source drawing current on the same circuit. If this alert is present, the charging current is reduced by 25%.",https://evfaultcode.com/en/tesla/alerts/chg-u001/
chg-u002,CHG_u002,CHG_u002_LineImpedanceTooHigh,CHG,Charger,unknown,u,002,LineImpedanceTooHigh,charging,info,true,"The line impedance is too high, or the line voltage is dropping significantly from another source drawing current on the same circuit. If this alert is present, the voltage, which is monitored continuously during charging, has dropped by 14% or more for a period longer than 1 second from the initial voltage sample value that was taken at the beginning of charge before current started flowing and the vehicle will not be able to charge.",CHG_u002 - Line Impedance Too High,"Tesla unknown code in the Charger (CHG) module. The line impedance is too high, or the line voltage is dropping significantly from another source drawing current on the same circuit. If this alert is present, the voltage, which is monitored continuously during charging, has dropped by 14% or more for a period longer than 1 second from the initial voltage sample value that was taken at the beginning of charge before current started flowing and the vehicle will not be able to charge.",https://evfaultcode.com/en/tesla/alerts/chg-u002/
chg-u003,CHG_u003,CHG_u003_chargeThermalLimit,CHG,Charger,unknown,u,003,chargeThermalLimit,charging,info,true,This alert indicates charge current is limited due to excessive heat.,CHG_u003 - charge Thermal Limit,Tesla unknown code in the Charger (CHG) module. This alert indicates charge current is limited due to excessive heat.,https://evfaultcode.com/en/tesla/alerts/chg-u003/
chg-u004,CHG_u004,CHG_u004_wallPowerRemoval,CHG,Charger,unknown,u,004,wallPowerRemoval,charging,info,true,The charger has detected a loss of wall power.,CHG_u004 - wall Power Removal,Tesla unknown code in the Charger (CHG) module. The charger has detected a loss of wall power.,https://evfaultcode.com/en/tesla/alerts/chg-u004/
chg-u005,CHG_u005,CHG_u005_proxLatchedNoPilot,CHG,Charger,unknown,u,005,proxLatchedNoPilot,charging,info,true,"This alert indicates that the presence of a charge cable was detected, but no pilot signal was detected.",CHG_u005 - prox Latched No Pilot,"Tesla unknown code in the Charger (CHG) module. This alert indicates that the presence of a charge cable was detected, but no pilot signal was detected.",https://evfaultcode.com/en/tesla/alerts/chg-u005/
chg-u006,CHG_u006,CHG_u006_latchDownProxLatched,CHG,Charger,unknown,u,006,latchDownProxLatched,charging,info,true,The presence of a charge cable was detected (via the proximity signal) and the latch was down.,CHG_u006 - latch Down Prox Latched,Tesla unknown code in the Charger (CHG) module. The presence of a charge cable was detected (via the proximity signal) and the latch was down.,https://evfaultcode.com/en/tesla/alerts/chg-u006/
chg-u007,CHG_u007,CHG_u007_chargeCableFault,CHG,Charger,unknown,u,007,chargeCableFault,charging,info,true,This alert is set when the pilot signal coming from the charging station is set to a value that indicates a charging station issue.,CHG_u007 - charge Cable Fault,Tesla unknown code in the Charger (CHG) module. This alert is set when the pilot signal coming from the charging station is set to a value that indicates a charging station issue.,https://evfaultcode.com/en/tesla/alerts/chg-u007/
chg-u008,CHG_u008,CHG_u008_cableNotLockedILimited,CHG,Charger,unknown,u,008,cableNotLockedILimited,charging,info,true,None,CHG_u008 - cable Not Locked I Limited,Tesla unknown code in the Charger (CHG) module. None,https://evfaultcode.com/en/tesla/alerts/chg-u008/
chg-u009,CHG_u009,CHG_u009_FCHardwareNotInstalled,CHG,Charger,unknown,u,009,FCHardwareNotInstalled,charging,info,true,This alert indicates that the hardware for fast charging (FC) has not been installed or that the configuration for fast charging has not been set up properly.,CHG_u009 - FC Hardware Not Installed,Tesla unknown code in the Charger (CHG) module. This alert indicates that the hardware for fast charging (FC) has not been installed or that the configuration for fast charging has not been set up properly.,https://evfaultcode.com/en/tesla/alerts/chg-u009/
chg-u010,CHG_u010,CHG_u010_BadChargeCable,CHG,Charger,unknown,u,010,BadChargeCable,charging,info,true,There is unexpected AC voltage at the charge port inlet.,CHG_u010 - Bad Charge Cable,Tesla unknown code in the Charger (CHG) module. There is unexpected AC voltage at the charge port inlet.,https://evfaultcode.com/en/tesla/alerts/chg-u010/
chg-u012,CHG_u012,CHG_u012_PilotCurrentReduced,CHG,Charger,unknown,u,012,PilotCurrentReduced,charging,info,true,"The charging pilot current was reduced. If this alert is present, there may be external charging equipment connected to the vehicle that was not provided by Tesla.",CHG_u012 - Pilot Current Reduced,"Tesla unknown code in the Charger (CHG) module. The charging pilot current was reduced. If this alert is present, there may be external charging equipment connected to the vehicle that was not provided by Tesla.",https://evfaultcode.com/en/tesla/alerts/chg-u012/
chg-u013,CHG_u013,CHG_u013_chargeStoppedNoPilot,CHG,Charger,unknown,u,013,chargeStoppedNoPilot,charging,info,true,The pilot was lost after charging started.,CHG_u013 - charge Stopped No Pilot,Tesla unknown code in the Charger (CHG) module. The pilot was lost after charging started.,https://evfaultcode.com/en/tesla/alerts/chg-u013/
chg-u014,CHG_u014,CHG_u014_connectorFault,CHG,Charger,unknown,u,014,connectorFault,charging,info,true,There is an issue with the electric vehicle supply equipment (EVSE).,CHG_u014 - connector Fault,Tesla unknown code in the Charger (CHG) module. There is an issue with the electric vehicle supply equipment (EVSE).,https://evfaultcode.com/en/tesla/alerts/chg-u014/
chg-u015,CHG_u015,CHG_u015_FCdisabled,CHG,Charger,unknown,u,015,FCdisabled,charging,info,true,Fast charging has been disabled.,CHG_u015 - F Cdisabled,Tesla unknown code in the Charger (CHG) module. Fast charging has been disabled.,https://evfaultcode.com/en/tesla/alerts/chg-u015/
chg-w009,CHG_w009,CHG_w009_hwFCWeld,CHG,Charger,warning,w,009,hwFCWeld,charging,warning,true,The charger's complex programmable logic device (CPLD) has detected an issue with the fast charge contactor fault indicating that the contactors are welded.,CHG_w009 - HW FC Weld,Tesla warning code in the Charger (CHG) module. The charger's complex programmable logic device (CPLD) has detected an issue with the fast charge contactor fault indicating that the contactors are welded.,https://evfaultcode.com/en/tesla/alerts/chg-w009/
chg-w036,CHG_w036,CHG_w036_HVJB_disconnected,CHG,Charger,warning,w,036,HVJB_disconnected,charging,warning,true,"The connection between the master charger and the high voltage junction box (HVJB) logic interface board is disconnected. If this alert is present, there may also be fast charger (FC) contactor welded alerts present whether they are actually welded or not.",CHG_w036 - HVJB disconnected,"Tesla warning code in the Charger (CHG) module. The connection between the master charger and the high voltage junction box (HVJB) logic interface board is disconnected. If this alert is present, there may also be fast charger (FC) contactor welded alerts present whether they are actually welded or not.",https://evfaultcode.com/en/tesla/alerts/chg-w036/
chg-w048,CHG_w048,CHG_w048_FCWeldCheckState,CHG,Charger,warning,w,048,FCWeldCheckState,charging,warning,true,The Fast Charger (FC) contactors are detected by the charger to be in a welded state.,CHG_w048 - FC Weld Check State,Tesla warning code in the Charger (CHG) module. The Fast Charger (FC) contactors are detected by the charger to be in a welded state.,https://evfaultcode.com/en/tesla/alerts/chg-w048/
chg-w062,CHG_w062,CHG_w062_FCPosCntrWelded,CHG,Charger,warning,w,062,FCPosCntrWelded,charging,warning,true,The charger could not determine the state of the fast charge contactors or the fast charge contactors are welded.,CHG_w062 - FC Pos Cntr Welded,Tesla warning code in the Charger (CHG) module. The charger could not determine the state of the fast charge contactors or the fast charge contactors are welded.,https://evfaultcode.com/en/tesla/alerts/chg-w062/
chg-w063,CHG_w063,CHG_w063_FCNegCntrWelded,CHG,Charger,warning,w,063,FCNegCntrWelded,charging,warning,true,"The charger could not determine the state of the fast charge contactors or the fast charge contactors may be welded. If this alert is present on vehicles with Gen 1, 2, and 3 chargers, CHG_a063_FCNegCntrWelded should also be set to provide additional alert data.?",CHG_w063 - FC Neg Cntr Welded,"Tesla warning code in the Charger (CHG) module. The charger could not determine the state of the fast charge contactors or the fast charge contactors may be welded. If this alert is present on vehicles with Gen 1, 2, and 3 chargers, CHG_a063_FCNegCntrWelded should also be set to provide additional alert data.?",https://evfaultcode.com/en/tesla/alerts/chg-w063/
chg-w070,CHG_w070,CHG_w070_inputVoltMismatch,CHG,Charger,warning,w,070,inputVoltMismatch,charging,warning,true,This alert indicates the voltage sensor in the Gen 3 charger's VI board does not match the voltage sensed by the charger's phase board.,CHG_w070 - input Volt Mismatch,Tesla warning code in the Charger (CHG) module. This alert indicates the voltage sensor in the Gen 3 charger's VI board does not match the voltage sensed by the charger's phase board.,https://evfaultcode.com/en/tesla/alerts/chg-w070/
chg-w083,CHG_w083,CHG_w083_allPhasesFaulted,CHG,Charger,warning,w,083,allPhasesFaulted,charging,warning,true,The alert is set if all phases have used up their retries and are in a faulted state. The cause is most likely exterior to the charger.,CHG_w083 - all Phases Faulted,Tesla warning code in the Charger (CHG) module. The alert is set if all phases have used up their retries and are in a faulted state. The cause is most likely exterior to the charger.,https://evfaultcode.com/en/tesla/alerts/chg-w083/
chg-w111,CHG_w111,CHG_w111_AttemptToFastCharge,CHG,Charger,warning,w,111,AttemptToFastCharge,charging,warning,true,The vehicle is unable to supercharge or fast charge.,CHG_w111 - Attempt To Fast Charge,Tesla warning code in the Charger (CHG) module. The vehicle is unable to supercharge or fast charge.,https://evfaultcode.com/en/tesla/alerts/chg-w111/
chg-w116,CHG_w116,CHG_w116_HVJBOT,CHG,Charger,warning,w,116,HVJBOT,charging,warning,true,"The master charger detects an over-temperature condition within the high voltage junction box (HVJB). The temperature sensor is internal to the HVJB and is communicated to the master charger. The temperature reading of the HVJB sensor should be 66�C by default because that is the floor of the sensor value, and it will start logging temperatures above 66�C. This warning is set when temperature is above 70�C.",CHG_w116 - HVJBOT,"Tesla warning code in the Charger (CHG) module. The master charger detects an over-temperature condition within the high voltage junction box (HVJB). The temperature sensor is internal to the HVJB and is communicated to the master charger. The temperature reading of the HVJB sensor should be 66�C by default because that is the floor of the sensor value, and it will start logging temperatures above 66�C. This warning is set when temperature is above 70�C.",https://evfaultcode.com/en/tesla/alerts/chg-w116/
chg-w117,CHG_w117,CHG_w117_HVJBOTFault,CHG,Charger,warning,w,117,HVJBOTFault,charging,warning,true,The charger has detected an overtemperature event in the high voltage junction box (HVJB).,CHG_w117 - HVJBOT Fault,Tesla warning code in the Charger (CHG) module. The charger has detected an overtemperature event in the high voltage junction box (HVJB).,https://evfaultcode.com/en/tesla/alerts/chg-w117/
chg-w118,CHG_w118,CHG_w118_VDiffHwRationality,CHG,Charger,warning,w,118,VDiffHwRationality,charging,warning,true,The Voltage Differential rationality check fails possibly due to a failed isolator between phases or a failed signal line for the voltage differential. This alert can affect the ability to supercharge when aligned with the alert BMS_A096_FC_NO_VOLT_MATCH. This alert does not seem to affect AC charging. It can be present when the contactors are closed or opened.,CHG_w118 - V Diff HW Rationality,Tesla warning code in the Charger (CHG) module. The Voltage Differential rationality check fails possibly due to a failed isolator between phases or a failed signal line for the voltage differential. This alert can affect the ability to supercharge when aligned with the alert BMS_A096_FC_NO_VOLT_MATCH. This alert does not seem to affect AC charging. It can be present when the contactors are closed or opened.,https://evfaultcode.com/en/tesla/alerts/chg-w118/
chg-w120,CHG_w120,CHG_w120_HVJB_powerFault,CHG,Charger,warning,w,120,HVJB_powerFault,charging,warning,true,The high voltage junction box (HVJB) 12V power supply is below 11.54V.,CHG_w120 - HVJB power Fault,Tesla warning code in the Charger (CHG) module. The high voltage junction box (HVJB) 12V power supply is below 11.54V.,https://evfaultcode.com/en/tesla/alerts/chg-w120/
chg-w124,CHG_w124,CHG_w124_ph3VersionMismatch,CHG,Charger,warning,w,124,ph3VersionMismatch,charging,warning,true,There is a version mismatch.,CHG_w124 - ph3Version Mismatch,Tesla warning code in the Charger (CHG) module. There is a version mismatch.,https://evfaultcode.com/en/tesla/alerts/chg-w124/
chg-w125,CHG_w125,CHG_w125_leakageTestFailure,CHG,Charger,warning,w,125,leakageTestFailure,charging,warning,true,"This fault indicates that the voltage decay after the supercharger external isolation test has happened too quickly. During supercharger startup, the supercharger will open the output contactors after performing the external isolation test at 300V. The vehicle then monitors the time it takes for the 300V to decay. If the decay time is sufficient, the start-up sequence proceeds. The purpose of this test is to check the common mode isolation (DC+ to DC-) of the high voltage chain from the supercharger cabinet to the vehicle's fast charge contactors.",CHG_w125 - leakage Test Failure,"Tesla warning code in the Charger (CHG) module. This fault indicates that the voltage decay after the supercharger external isolation test has happened too quickly. During supercharger startup, the supercharger will open the output contactors after performing the external isolation test at 300V. The vehicle then monitors the time it takes for the 300V to decay. If the decay time is sufficient, the start-up sequence proceeds. The purpose of this test is to check the common mode isolation (DC+ to DC-) of the high voltage chain from the supercharger cabinet to the vehicle's fast charge contactors.",https://evfaultcode.com/en/tesla/alerts/chg-w125/
chgs-d001,CHGS_d001,CHGS_d001_replaceCharger,CHGS,CHGS,diagnostic,d,001,replaceCharger,network,info,true,The alert indicates a potential internal hardware issue with the charger.,CHGS_d001 - replace Charger,Tesla diagnostic code in the CHGS (CHGS) module. The alert indicates a potential internal hardware issue with the charger.,https://evfaultcode.com/en/tesla/alerts/chgs-d001/
chgs-d011,CHGS_d011,CHGS_d011_proxRationality,CHGS,CHGS,diagnostic,d,011,proxRationality,network,info,false,,CHGS_d011 - prox Rationality,Tesla diagnostic code in the CHGS (CHGS) module related to prox rationality.,https://evfaultcode.com/en/tesla/alerts/chgs-d011/
